start	end	text
1293200	1297120	新しいリリース情報のニュース をリリースするとかそういうの
1297120	1300520	は結構多いんですけどそういった ところでそういうアーティスト
1300520	1304320	ファンサイトのアーティストの ほうのパートナー企業さんと連携
1304320	1310920	したりとかして公開情報とか例えば リリース情報だったりとかそう
1310920	1315600	いったところもちゃんとパートナー 企業と協力してメディア連携で
1315600	1319920	公開情報の日時とかちゃんとずれない ようにコンテンツが投稿できる
1319920	1324680	みたいなところをちゃんと担保 したりとかそういったところの
1324680	1330520	ビジネスサイトとの運用者の信頼 できるようなシステムを今作って
1330520	1335200	いてコンテンツのリリースも安心 して運用者ができるっていうもの
1335200	1340080	を開発したりとかはしてますね 予約投稿だったりとか時間にセンシティブ
1340080	1343560	なんで予約投稿とかできるように したりとかそういうのをやって
1343560	1348240	ますね そういうところって予約 投稿とかお客様のロイヤリティ
1348240	1351680	に関わってくるようなところって やっぱり技術力が高くあるべき
1351680	1356120	であってなかなか難しいところ かと思うんですけど
1356120	1360480	そこの難しさっていうところに 注力してるっていうのがCAMの特徴
1360480	1364400	では一つあるかなっていうふう に思ってますね
1364400	1368080	CAMのレベルがあるからこそできる ようなものですね
1368080	1374160	そうですね 運用者が触るって ことで管理画面とかも大体作る
1374160	1379120	と思うんですけど CAMで今OSSで出 してるバイロンっていうツール
1379120	1383960	があるんですけど それってフロントエンド ほとんどローコードで管理画面
1383960	1387560	が簡単に作れるみたいなのを売り にしているOSSでもしよかったら
1387560	1391200	検索してみてほしいんですけど それ結構どのサービスでも使って
1391200	1395720	て運用者がそのバイロンで作った 管理画面を使っていろいろコンテンツ
1395720	1399600	を導入したりとか投稿したり とかもできるっていう形になって
1399600	1400600	ます
1400600	1403120	なるほど 今度検索してみてください
1403120	1404120	バイロン
1404120	1408520	そうです AIのほうでもバイロン 調べさせていただいたんですけど
1408520	1413840	非常に完成度が高いですよね 横展開で導入してみようかなっていう
1413840	1417000	話がちょっと出てるぐらい非常 に素晴らしいツールでした
1417000	1418000	そんなに
1418000	1423000	もう帰ったら早速検索してみます 次お願いします
1423000	1424000	なるほど
1424000	1437920	リリースとかいろいろある中で 結構リリース特にお客様に対して
1437920	1443880	出してるものとかって品質担保 って大切かなと思っててそれを
1443880	1447880	担保するために要は間違ったもの を出してしまうとインシデント
1447880	1452960	になってしまうじゃないですか それを未然に防ぐためにちょっと
1452960	1455840	注力してる仕組みとかってあります か
1455840	1462880	そうですね そもそも事故とかって あんま起こしちゃいけないこと
1462880	1466720	なんでまずそれを起こさないように するっていうのも一つでそれために
1466720	1471040	もちろんCIとかCDとかでちゃんと リリースをやっているっていう
1471040	1476000	ところは一つちゃんとあります 例えば気づかずにそういうことが
1476000	1479520	起こってしまった時に大きな事故 にならないように未然に防ぐっていう
1479520	1484360	方法としては検知に力を入れてる っていうところでステータス
1484360	1487800	ケークとかでサイトが落ちてない かとか確認したりとかデータドック
1487800	1492280	とかで監視してリソースとかも 監視して通信とかも監視して異常
1492280	1495800	がないかっていうのは常に見ている って感じで何か異常があったら
1495800	1498920	スラッグが飛んできたりとか関係者 に連絡が行ったりとかっていう
1498920	1503400	のもやってますね フロントエンド の話でいうとTypeScriptとか使って
1503400	1507920	てもJSに置き換えたときに気づかない ようなバグみたいなのはバグスナック
1507920	1512640	とか入れて事前にデブ環境やステージ の環境で気づけるようにとかそう
1512640	1517320	いったところツールもうまく使って 未然に防ぐっていうのは取り組んでいる
1517320	1520800	ことではありますね 結構ツールとか入れて未然に
1520800	1525800	防ぐようなことを力入れてる感じ なんですね AI事業本部ではどの
1525800	1531640	ようなことをやってることありますか AI事業本部のほうでもデータドック
1531640	1536040	によるログの監視っていうのは 常々行っていてそれこそエンドユーザー
1536040	1541400	のほうにリリースしているシステム が落ちてしまうっていうのは本当に
1541400	1545080	インシデントになってしまうので そこの敷地をかなり高くしている
1545080	1549760	というかリソースに関しても50% 以上使ってるようだったらすぐ
1549760	1554280	にアラートを飛ばすようにする とかそういった厳重な体制で監視
1554280	1558280	をしているようにはしているっていう のとあとは一番やっちゃいけない
1558280	1561400	のがエンドユーザー側にご迷惑 をおかけすることだと思っている
1561400	1565000	のでメンテナンスモードとかそう いったところにすぐ切り替えられる
1565000	1569200	ような設計にしている例えばフラグ を一つ切り替えたらすぐにメンテナンス
1569200	1573360	モードになるようなデプロイを しなくてもメンテナンスモード
1573360	1576440	をすぐにフラグを切り替えれば すぐに切り替えられるような状態
1576440	1581200	にしてあったりとかあとはそれでも どうしても万が一っていうこと
1581200	1585000	はあるかもしれないんですけども そういったときのためにちゃんと
1585000	1588760	体制を敷くようにはしていてそこ にもツールを導入しています今
1588760	1594000	導入したいのがGraphana On Callっていう ものを導入していてもし万が一
1594000	1597440	何か起きた際はすぐにチーム メンバーに連打が来るような厳重
1597440	1602200	な監視体制を敷いているという 形で2030にしっかり対策を取って
1602200	1606480	いるという感じです なるほど何か起きたときにでも
1606480	1611240	すぐ反応してアクションを取って いけるような仕組みを取っている
1611240	1613920	感じなんですね もちろんまず大前提として起こ
1613920	1619160	さないことっていうのを意識を していてそれでも世の中に100%
1619160	1622720	っていうのはないので万が一起き てしまったときっていうのを対策
1622720	1626840	するのがエンジニアの仕事だと思 っているのでそこに対してもしっかり
1626840	1631640	対策を入れているという感じです 確かに起きないことが一番です
1631640	1632640	面白いです
1642640	1649400	今日いろいろリリースについて お話聞いて本当にいろんなリリース
1649400	1654320	までにステップ踏んでツールとか で改善したりとか品質を担保する
1654320	1658920	とかそういうようなステップを 踏んでようやくプロダクトが世の中
1658920	1662680	にリリースされているしかもその ステップによってクオリティも
1662680	1668280	ちゃんと担保されているっていう なかなか深い泥臭い話が聞いたん
1668280	1672160	じゃないかなと思っていて本当に 僕自身も楽しかったですね
1672160	1675800	お二人もちょっと感想を聞きたい なと思うんですけども今日本日
1675800	1679920	改めて自分の事業部をやっている ことを話してみてどういう感想
1679920	1683200	をお持ちになったりとかします か
1683200	1688480	エア事業本部はCAMと近い感じかな とは思っていて大きなサービス
1688480	1692120	を一つ運用しているというのではなく いろんなサービスがあってそれを
1692120	1695560	作ったりとかシリーズを作ったり とかしていると思うので結構共有
1695560	1700200	としては似ているなというところ があってそういったところで今後
1700200	1705080	しっかり共有とかもできてきたら いいなとか思ったりとかツール
1705080	1708040	の話とかも結構出てきたんですけど 僕もまだまだ知らないのが結構
1708040	1713520	あったんでそういったのをキャッチ アップしてみて実際に導入して
1713520	1716640	みたりとかそういったのもやって いきたいなと思ったのですごい
1716640	1723680	参考になったなというのが一つ 感想としてはありましたね
1723680	1729280	僕もCAMのほうでやっている技術 のフローだったりとか特にコンテンツ
1729280	1733600	の技術についての力の入れ具合 とかっていうのがあっていろんな
1733600	1737320	事業部でいろんな考え方があるん だなっていうのがまず一つ知れた
1737320	1740440	のがすごいよかったなっていう のとやっぱり先ほどお申し上げ
1740440	1744040	られてましたけどいろんなサービス をリリースしているからこその
1744040	1749160	気をつけ方みたいなのがそこの 共通認識があってやっぱりみんな
1749160	1753600	同じくらいしっかり気をつけて るんだなっていうのがあってそこ
1753600	1757480	はチームサイバーエージェント というかしっかり品質に対して
1757480	1761120	の考え方っていうのはどこもサイバー エージェントの一律で変わってない
1761120	1765320	んだなっていうのがすごい安心 感がありましたこれからもスピード
1765320	1768960	感を持った開発っていうのは当然 続けていくんですけど同時に同じ
1768960	1772320	くらい品質っていうのも大事に しながら開発を続けていこうかな
1772320	1775800	と思いました 確かに確かにサイバーエージェント
1775800	1779000	のエンジニアとして品質スピード すべてを担保しながら
1779000	1781080	そうですね 今回の話もいろんなツールの
1781080	1784920	名前とか出てきたと思うんですけど 僕も知らないのいっぱいありました
1784920	1789000	し自分のところでもどんどん入れ ていきたいなと思いますね
1789000	1792760	はいでは本日いろんな話できて 本当に楽しかったですなので今日は
1792760	1797720	これで終わりにしたいと思います 本日はお越しいただいてありがとうございました
1797720	1802360	聞いている皆さんもまた次回よろしくお願いします それではバイバイ
1802360	1804360	バイバイ
