start	end	text
207000	213000	最近すごい有名なプロレスの方も引退されて、すごく大きなニュースがありましたけど、
213000	214000	なるほど。
214000	218000	それの海外展開を今回担当されたのですか?
218000	223000	そうですね、プロダクトの設計としてもともと織り込んでいるっていうところで、
223000	228000	リニューアルになるんですけれども、そのリニューアルリリースから大体1年半くらいだったんですかね。
228000	232000	ちょっとそこまででやってきたことなんかをご紹介できればなと思っております。
232000	234000	へー、なるほど。楽しいですね。
240000	249000	サーバレスをやっていくにあたって、一番ボトルネックになった部分だとか難しかったところとかってありますか?
250000	253000	ネクストJSを使っているんですけれども、
253000	260000	ネクストJSとAWSの相性が今のところあんまり良くないなっていうところでちょっと悩んだなっていうのはありますね。
260000	262000	どんなところが合わないって感じですか?
262000	267000	そうですね。ネクストJSってバーセルの開発したものなので、
267000	272000	バーセルだったりとかそういうところにデプロイするのってもうすごい簡単だと思うんですけれども、
272000	277000	ちょっとAWSの場合は一工夫してからデプロイしてみたいな感じになって、
277000	280000	デプロイにサードパーティーのツールを使っているんですけれども、
280000	283000	ちょっとこれとの相性があんまり良くないというか、
283000	286000	ちゃんと追えてないなみたいなのがいっぱいあるんですよね。
286000	289000	新しいバージョンに追いつけてないみたいな感じですかね。
289000	293000	例えばそのノードJSのバージョンはいくらまでですとか、
293000	296000	ネクストのつい最近新しいバージョン出ましたけど、
296000	298000	それには全然まだついていけてないんで、
298000	302000	1個前のメジャーバージョン使ってくださいねみたいな話だったりだとか、
302000	306000	ちょっとそういう点のベンダーロックインみたいな都合が発生したりとかはありますね。
306000	312000	なるほど、そういうボトルネックに対してどういうようなアプローチで解決していきましたか。
312000	316000	そうですね、今のところは騙し騙しというところで、
316000	320000	あんまりすぐには追わないというか、
320000	323000	あんまり新しい機能追わないというところもあるんですけれども、
323000	325000	ちょっとさすがに不便だねというところで、
325000	328000	ちょっと最近はデプロイ先を変えようかみたいな、
328000	332000	ちょっとAWS以外の選択肢もないのかなみたいなことは見通してますね。
332000	337000	なるほど、他のもう合ってるようなところに置き換えちゃうみたいな感じですね。
337000	343000	バージョンとか特にJSマイなんか結構バージョン上がるの早いですからね。
343000	345000	ベンダー先が対応してくれないと。
345000	351000	ノードJSとかだと特にセキュリティパッチが当たったりとかってあると思うんですけれども、
351000	355000	そういう時ってやらなくていいんだっけみたいなところ結構不安になると思うので、
355000	360000	そういう時に上げなきゃという選択肢が取れないのは結構怖いかなっていうのもあって、
360000	363000	ちょっと今のところどっかに何か問題が起きたとかではないんですけれども、
363000	367000	ちょっとゆくゆくは近いうちにやりたいねというふうな話をしてます。
367000	369000	なるほど、ありがとうございます。
369000	374000	逆にサーバーレスでこれでよかったなみたいなところとかってありますか?
374000	378000	やっぱりさっきのロケーションを気にしないっていうのと、
378000	384000	あとサーバーの面倒をそんなに頑張ってみなくても済むよねっていうのがいいメリットかなと思いました。
384000	386000	サーバーの面倒を見ない?
386000	391000	例えばデプロイしているサーバーが落ちちゃってるよみたいなアラートが飛んできたりだとか、
391000	396000	そういったことを、それがこちら側のアプリケーションサーバーの不具合とかであれば、
396000	399000	対応しないといけないと思うんですけれども、そういうのがなくて、
399000	404000	そもそもAWS側の障害だねみたいな話になっちゃったりだとか、
404000	407000	チームが気にかけるコストだったりだとか、
407000	411000	実際手を動かして頑張るメンテナンスのコストとかも抑えられてるっていうのは、
411000	414000	いいことなのかなと思って。
415000	419000	向こう側はサーバー自体のメンテナンスとかをやってくださる?
419000	421000	ある程度は。
421000	426000	そういったことで、そういったところのコストを削減しながらやってきたよみたいな。
428000	431000	サーバーレス、最近ほぼほぼのサービスがサーバーレス。
431000	433000	そうですね、多いですね。
433000	435000	これはなかなかないですもんね。
435000	438000	バーセルとかもデプロイとかもコマンド一個でできちゃう。
438000	440000	めちゃくちゃ楽ですもんね。
445000	448000	海外展開でやっていく中で、
448000	454000	他に難しかったところとか、力を入れたところとかありますか?
454000	458000	そうですね、ちょっとなかなかない話ではあると思うんですけども、
458000	461000	GDPRへの対応っていうところは、
461000	465000	なかなか社内にも事例がなくて、頑張ったところかなと思っております。
465000	468000	GDPRとは何ですかね?
468000	472000	個人情報の取り扱いの情報ですね。
472000	476000	個人情報の取り扱いの条例の話ですね。
476000	480000	特にEU圏なんかでは結構言われる話なんですけども、
480000	482000	勝手に個人情報を使わないでね。
482000	484000	使うんだったら同意してねみたいな。
484000	487000	そういったような感じの条例になるんですけれども、
487000	492000	個人情報にクッキーが含まれるっていう話なんですよね。
492000	495000	結構多分、今これ聞いてるリスナーの方にも
495000	498000	クッキーがどうこうみたいなポップアップ見たことがあるというのは、
498000	500000	大半いらっしゃるかなと思うんですけど、
500000	502000	まさにあれの話で、
502000	506000	ちゃんとそれにも海外展開に耐えるようにっていうところで、
506000	509000	そういったところもしっかりクリアしていかなきゃなっていうのを
509000	512000	頑張って調べてどうにかしたっていうところですかね。
512000	514000	海外展開にするにあたって、
514000	519000	どんなところがGDPRって引っかかってくるんですか?
519000	522000	海外の法律が違うだとかそういったところですか?
522000	524000	そうです。
524000	527000	例えばGDPRに違反しましたってなったときに、
527000	529000	裁く側というのか、
529000	532000	どこの法律に違反したかっていう話になるのかというと、
532000	536000	訴えた側、現時の法律とかになってしまうわけなんですね。
536000	537000	なるほど。
537000	541000	日本の法律じゃなくて、展開してるところの。
541000	542000	そうです。
542000	544000	ひどい話になると青天井に
544000	548000	賠償金の請求が飛んできてしまうみたいな話にもなってしまうので、
548000	551000	そういったところはきちっとしましょうっていうようなところですね。
551000	557000	そういうのは具体的にはどういったふうにうまく回避できるんですかね?
557000	561000	結論はツールを入れてしまって、
561000	566000	それでもって課金の使用の許可を求めるようにしてるって感じですね。
566000	571000	ツールを入れるっていうのはグローバルに対応できるようなツールがあって、
571000	575000	それを入れることによってGDPRが対応できる?
575000	576000	そうです。
576000	579000	ワントラストっていうツールを入れてるんですけど、
579000	580000	ワントラスト。
580000	581000	はい。
581000	585000	それでもってクッキーの使用の許可をエンドユーザーさんに得ているっていうのと、
585000	588000	あとは規約の方でもカバーをしていて、
588000	591000	規約でもってちゃんとご確認くださいっていうのと、
591000	593000	一応ここまでくると、
593000	596000	登録まで行ってしまうともう完了ですよみたいな、
596000	598000	どうしたことになりますっていうふうな、
598000	600000	そんなような仕組みになりますね。
600000	606000	要は使う人の同意があれば良いみたいな認識であってますか?
606000	607000	そうです。
608000	615000	それでもいろんな国の履歴にのっとったやつをすでに提供しているツールがワントラスト?
615000	617000	そうですね。
617000	621000	これ導入にあたって難しかったこととかってありますか?
621000	622000	そうですね。
622000	625000	なかなかまずその社内の事例がなかったので、
625000	628000	ちょっとその辺を調べ持ってだったりだとか、
628000	630000	ちょっとその辺があったなっていうのと、
630000	634000	難しいところでいくとパフォーマンスですかね。
634000	635000	パフォーマンスに影響が。
635000	636000	そうですね。
636000	641000	どうしてもその内部のツールをホットインして使わないといけないっていうところなので、
641000	644000	ちょっとそのデザインの編集が難しかったりとか、
644000	649000	余計にスクリプトを読んでるから重たいじゃんみたいなのが数字で出ちゃったりだとか、
649000	652000	ちょっとその辺が大変かなっていうのが一つありましたかね。
652000	653000	なるほど。
653000	657000	その改善点というか難しかったところに対して、
657000	661000	どういうようなアプローチで対応したとかってありますか?
661000	664000	ここに関しては今一旦諦めてしまっていて、
664000	666000	やれるだけやってみるかっていうところ。
666000	671000	かつその同意をいただいているユーザーに関しては、
671000	673000	SDKなんかは読み込まないようになっているので、
673000	677000	あんまりそこら辺の懸念はないようにっていうふうなことは意識してますね。
677000	678000	なるほど。
678000	682000	確かに社内でもこれを導入したところっていうのはないですもんね。
682000	684000	他の事例が社内でないので、
684000	686000	初めての事例ってことですもんね。
686000	691000	なかなかそうするとやっぱり情報を集めるのも大変そうですね。
691000	692000	そうですね。
692000	694000	初めてって言ったんですけれども、
694000	696000	一応先行事例としては、
696000	700000	弊社サイバーエージェントのコークレートサイトの方で一応導入の事例が
700000	701000	一件だけあって、
701000	704000	そちらの方にだいぶといろいろお伺いして、
704000	709000	それをExpo.jsのアプリケーションに乗っけてどうこうみたいな事例は全然なかったので、
709000	714000	どうするべっていうところをチームのみんなで言いながらやったっていう感じですかね。
714000	715000	なるほど。
715000	718000	結構そういったところがあればある程度は知見が…
718000	720000	そうですね。
722000	725000	Globalに展開していくってなると、
725000	731000	多分みんな結構最初に頭にパッと思い浮かんでくるのは言語なのかなと思うんですけど、
731000	735000	やっぱり言語に対しての対応っていうのはやられたんですか?
735000	737000	もちろんそれはやってますね。
737000	739000	どんなことをやられました?
739000	743000	分かりやすいところだとやっぱり言語の出し分けですよね。
743000	747000	全部手で入れて引くわけにはいかないんですけど、
747000	750000	その分だけHTMLを作るみたいなことにはいかないわけですから、
750000	752000	分かりやすい話ですけれども、
752000	755000	JSONファイルに日A対応しているんですけれども、
755000	757000	日本語と英語のJSONファイルがあって、
757000	760000	キーで引っ張ってきてみたいな、そんな作りになってます。
760000	762000	ロケールみたいなやつですよね?
762000	763000	そうです。
763000	768000	それをアクセスされるロケーションによって表情を変える?
768000	769000	そうですね。
769000	771000	ロケーションとかあとは、
771000	773000	アセプトランゲージヘッドとかを使って、
773000	777000	アクセプトランゲージヘッドの中にどんな情報が入っているんですか?
777000	781000	JAとかALとかENとか、
781000	785000	その辺のどの辺の言語でアクセスしているの?みたいな状態。
785000	787000	あれは多分国から変わるのかな?
787000	789000	ちょっとあまり僕も詳しくないんですけれども、
789000	791000	そこが変わってくるので、
791000	795000	それを見て、日本のユーザーかどこかにアクセスしているのか、
795000	797000	それを見ると、
797000	800000	日本のユーザーかどこかにアクセスしているのか、
801000	803000	それを見て、日本のユーザーかどうか、
803000	805000	みたいな判断を打ち出していますね。
805000	806000	そうなんですね。
806000	808000	他にもありますよね。
808000	810000	アクセスするところによって、
810000	812000	URLのところに、
812000	814000	NEインディッシュだったり、JPだったり、
814000	816000	切り替わる自動で。
816000	818000	というやつは、
818000	822000	アクセプトランゲージヘッダーを見て変えるローチが多いんですかね?
822000	824000	なのかな?と思うんですけれども。
824000	827000	他にもやり方はあると思うんですけれども。
827000	828000	なるほど。
828000	830000	ここを見ているんですね。
830000	832000	僕も一時期海外なので、
832000	835000	日本のコンテンツとかアクセスすると、
835000	838000	日本のコンテンツなのに英語で表記されて、
838000	840000	URLのところが変わっている、
840000	843000	みたいなのがあって不思議だなと思っていたんですけれども。
843000	844000	なるほど。
844000	846000	これやっぱり、
846000	849000	入れることになった時に、
849000	852000	難しかったところはありますか?
852000	853000	そうですね。
853000	856000	これは今のやり方に落ち着いたのが、
856000	859000	最初に採用していた方法ではダメだということが分かって、
859000	862000	そこで最初に調査とか、
862000	865000	検討に難儀したかなというところですね。
865000	867000	最初というのが?
867000	869000	リリース当初ですかね。
869000	871000	アニュアル当初。
871000	873000	どんなことをやろうとしていたんですか?
873000	877000	今はアクセプトランゲージヘッダーを見ているんですけれども、
877000	879000	最初はナビゲーターですね。
879000	882000	ブラウザの設定を見て出し分けしていて、
882000	885000	一見問題ないなというところではあったんですけれども、
885000	890000	よくよく考えるとSEOとかに影響していくみたいな話がありまして、
890000	893000	検索しても狙った言語で出てこないみたいな。
893000	896000	日本語なんだけども英語で出てきちゃうとか、
896000	899000	その逆とかそういうのがありまして、
899000	902000	その辺ではどうしていったらいいんだろうねみたいな話になって、
902000	904000	いろいろ検討していった結果、
904000	907000	今のアクセプトランゲージヘッダーのやり方に落ち着いたみたいなのは、
907000	910000	ちょっといろいろ検討があったという感じですかね。
910000	911000	なるほど。
911000	915000	そこも結構SEOに影響してくるところなんですね。
915000	916000	そうですね。
918000	922000	どういうふうにSEOに影響してくるようなものだったんですか。
922000	926000	先ほどおっしゃった日本語だけど英語で表記したとか、
926000	929000	英語なのに日本語で表記されるとかはまだわかんないですけど、
929000	932000	他に何か影響されるようなところってありました?
932000	936000	でも一番聞かった問題はそれですかね。
936000	938000	特に海外からのお客様が来たときに、
938000	943000	やっぱり日本語でしか出ないねみたいなのは結構影響するんじゃないかとか、
943000	945000	そもそもSEOってなかなか伸ばしにくいところに、
945000	949000	これって本当にいいの?みたいなのは結構社内で問題になりまして。
949000	951000	なるほど、確かに。
951000	955000	良かったところとかといいますか、変えて良かったなといったところでは。
955000	956000	なるほど。
956000	960000	それでいくと、あんまりNext.jsのアプリケーション上で、
960000	962000	その辺のナビゲーター見てどうこうみたいなこと、
962000	965000	あんまり意識を失くなったなというのが、
966000	968000	良かった点かもしれないなと思います。
968000	969000	なるほど。
969000	974000	元ナビゲーターでやってたところを聞き返して、
974000	979000	ナビゲーター、最初話を戻しちゃうんですけど、
979000	984000	ナビゲーターだとどんな風な感じに言語を変更するような、
984000	988000	すごい具体の話になってしまうんですけど、仕組みだったんですか?
988000	992000	ページをロードしたタイミングでナビゲーターを見て、
992000	997000	それによって使う言語ファイルを変えて出すみたいな感じの仕組みですね。
997000	1000000	ナビゲーター自体のやつを見て出すわけという。
1000000	1004000	ナビゲーター.languagesっていうプロパティですかね。
1004000	1006000	これを見て変えてたんですけど。
1006000	1010000	そうするとSEOとかで影響が出てしまうということなんですね。
1010000	1011000	そうですね、はい。
1011000	1014000	なるほど、あまり海外展開で、
1014000	1018000	いろんなサービスに関わらないとこういうところだったよなと。
1018000	1019000	そうなんですよね。
1019000	1021000	なかなかでも今は本当に、
1021000	1025000	いろんな海外から日本のコンテンツもそうですけども、
1025000	1030000	グローバルで出していきたいという会社も多い気がするので、
1030000	1033000	今回の話、すごい参考になると思うんですよね。
1033000	1034000	嬉しいです。
1034000	1038000	多分聞いてるリスナーも海外で働きたいとか、
1038000	1041000	海外で出したいみたいな人も多いような気がするんですよね。
1041000	1043000	僕もその一人かもしれないですけど。
1043000	1044000	なるほど。
1050000	1052000	海外展開をやっていく中で、
1052000	1054000	リプレイスしていくじゃないですか。
1054000	1057000	そういったときにお話しされた以外に、
1057000	1059000	何かこう大変だったなとか、
1059000	1062000	ここのポイントすごい良かったよみたいなのあったりますか?
1062000	1064000	そうですね。
1064000	1068000	ちょっと敷いてあげるならみたいな話になってしまうんですけれども、
1068000	1071000	ちょっとABテストの仕組みなんかは、
1071000	1074000	弊社こだわって今やってるという感じですね。
1074000	1075000	こだわりがあって、
1075000	1078000	元々はご存知の方もいらっしゃるかもしれないですけど、
1078000	1080000	バケティアっていう仕組みを使って
1080000	1082000	ABテストをやってたんですけれども、
1082000	1085000	ちょっとこれいくつかの課題点があって、
1085000	1088000	1つ目がさっきのロケーションの話になっちゃうんですけども、
1088000	1092000	サーバーがまず日本にしかないっていうのが1点あるのと、
1092000	1094000	ABテストのバケティアが?
1094000	1095000	そうです。
1095000	1099000	ABティストのサーバーが日本にしかないっていうのが1点あるのと、
1099000	1102000	サーバーが日本にしかないっていうのが1点あるのと、
1102000	1107000	その2点で結構使えるシーンと使えないシーンがあるねみたいな。
1107000	1110000	特に海外からアクセスされた時に結構顕著に、
1110000	1114000	それもレディーションに出ちゃうねっていうのが見えてしまったので、
1114000	1118000	ちょっとどうしようかみたいな話をしていたんですけれども、
1118000	1121000	一旦WEBの方ではラムダエッジですね。
1121000	1124000	ラムダエッジとウェブサイトの2つのサーバーが
1124000	1127000	日本にしかないっていうのが1点あるのと、
1127000	1131000	その2点で使えるシーンと使えないシーンがあるねみたいな。
1131000	1134000	ラムダエッジとGoogleオプティマイズっていうのを使って
1134000	1137000	ABティストを行うようにしてます。
1137000	1140000	ラムダとGoogleオプティマイズ。
1140000	1142000	2つってそういう機能がある?
1142000	1144000	ABティストする機能があるんですか?
1144000	1146000	Googleオプティマイズはそうですね。
1146000	1148000	ABティストのためのツールなんですけれども、
1148000	1152000	振り分けだったりだとか、データの保存どうすんねんみたいなところを
1152000	1155000	ラムダエッジで頑張ってやるっていう。
1155000	1157000	もうアクセスされたらラムダ通して、
1157000	1160000	オプティマイズで返すみたいな感じなんですね。
1160000	1162000	データが最初に行って、分析にかかって、
1162000	1165000	最初にGoogleアナリティクスに出てくるよっていう。
1165000	1166000	そんな作りですね。
1166000	1169000	そうすると海外からのアクセスもさばける。
1169000	1171000	ABティストができる。
1171000	1172000	なるほど。
1172000	1174000	すごいですね。よく考えている。
1174000	1177000	聞いてるとすごい複雑な仕組みなのかなと思うんですけど。
1177000	1181000	実は絵に描いてみるとめちゃめちゃ単純だったりするんですけれども、
1181000	1184000	そういう仕組みもあって、
1184000	1186000	ただ今これ聞いてらっしゃる方、
1186000	1188000	気がついた方もいらっしゃると思うんですけど、
1188000	1193000	Googleオプティマイズは2023年7月で参出が終了してしまうので、
1193000	1195000	そうなんですね。
1195000	1198000	その辺はどうしようかなみたいなのを今話している最中ですね。
1200000	1201000	今年ですよね?
1201000	1202000	今年です。
1202000	1203000	今年の何月?
1203000	1204000	7月ですね。
1204000	1205000	じゃあもうすぐですね。
1205000	1206000	そうなんですよ。
1206000	1209000	なるほど。2ヶ月ないような形。
1209000	1213000	そうですね。3ヶ月くらいでおそらく終了してしまうので、
1213000	1215000	そこどうしようかっていうのがありますね。
1215000	1220000	具体的な話でいうと、代わりのものを使うみたいな形なんですか?
1220000	1223000	ちょっとまだちゃんと調べきれていないんですけれども、
1223000	1228000	おそらくGoogleアナリティクスに直接送るような形になるんじゃないかなと思います。
1228000	1230000	ラムダを通さずに?
1230000	1232000	いや、ラムダを通した後ですね。
1232000	1234000	そのものを置き換えちゃって、
1234000	1235000	そうですそうです。
1235000	1239000	なるほど。そうすると今まで通りABSはできる?
1239000	1240000	そうですね。
1240000	1247000	最終的には結果、分析はGoogleアナリティクス上で完結できるっていうような作りになると思うんです。
1247000	1248000	なるほど。
1248000	1254000	でもオプティマイズからアナライズに変更しちゃうみたいな感じなんですね。
1254000	1263000	ABテストって、日本でするABテストと海外でするABテストって違いってありますか?
1263000	1270000	そうですね。そこまで国の違いみたいなのを踏み込んだABはまだやってないんですけれども、
1270000	1274000	おそらく違うんじゃないかなっていう、肌感覚でしかないんですが、
1274000	1276000	そういうのはやってて出てくるかなってことですね。
1276000	1279000	確かにこれから見えてくるみたいな感じですね。
1279000	1281000	どうなんでしょうね。
1281000	1289000	僕の思っているABテスト、言語変えるとサムネイルの言語が違うとアクセスが違う、量が違うみたいなところだと思ってて、
1289000	1297000	海外とかでも同じようなところが結構されるのかなとか、なかなかこれから面白い検証ができそうですよね。
1297000	1298000	そうですね。
1298000	1305000	例えばサムネイルを変えたらどうなるんだろうとか、コンポーネントの出し分けですね。
1305000	1310000	それによってどれくらい差が出るのかっていうのはこれからまだまだ検証かなっていうところですね。
1310000	1311000	面白そうですね。
1312000	1322000	例えばですよ、AとBがあって、日本はAがめちゃくちゃインプス伸びるけど、海外だとBがすごいインプス伸びるみたいなこととかもありそうですもんね。
1322000	1323000	全然あると思います。
1323000	1327000	面白そうですね。同じのやってもいろいろと比べられるような。
1327000	1328000	そうなんですよね。
1328000	1335000	海外でって言った時もアメリカだとこっちなんだけどイギリスじゃまだ違うんだねみたいなこととかも多分ありえると思っていて、
1335000	1336000	ありそうですね。
1336000	1344000	それをどこまで最適化するんだろうっていうのは結構時間のかかる話ではあるんですけれども、チューンナップのしがいがある話かなと思います。
1344000	1351000	確かに。結構国によって変わってきそうですね。またそれも探すのもデータ量が膨大に増えるわけですもんね。
1351000	1356000	分析のコストも増えていくので、結構トレードオフになっていくかなと思うんですけどね。
1356000	1367000	でもあれですよね。分析した結果この国だとこういう価値パターンが見えてくるとかっていうのはもうすごい将来的には大きな試算になりそうな感じがしますね。
1367000	1372000	確かにアメリカとイギリスよくアメリカはなんか冗談の言い方がもう違うじゃないですか。
1372000	1377000	イギリスだったら皮肉的なのがすごい伸びるとかそういったところを早く見てみたいですね。
1377000	1378000	そうですね。
1379000	1386000	もしあればUBテストを入れるときに難しかったところと良かったところみたいなところってありますか?
1386000	1397000	そうですね。最初ラムダエッジを今使ってラムダエッジのクッキーとかヘッダーをうまく使ってその結果を保存したり見たりとかしてるんですけれども
1397000	1403000	やっぱりちょっとその辺の最初どうしようかっていう最初の設計のところはちょっと悩みましたね。
1403000	1409000	結局サーバーみたいなのを建てた方がいいんじゃないかみたいな話もちょっとちらっとしたんですけれども
1409000	1420000	そうすると結構インフラの変更も大きいし元々のロケーションのボトルネックを抑えてみたいな旨味を殺していってしまうのでどうしようかっていうのをいろいろ考えた末に
1420000	1429000	ラムダエッジでヘッダーをうまく使って結果はクッキーの利用を承諾していただいたお客様にしかまだ提供できないんですけれども
1429000	1438000	クッキーに結果を入れてそれでもっとレビューすればいいんじゃないかっていうのをチームで議論して決めていってみたいなのはちょっと最初時間がかかったなと思うんですね。
1438000	1447000	確かに仕組みだけではなくてさっき出たGDPRとかのそういったもの他の要素の絡み合いみたいなのもあるんですね。
1447000	1455000	そうですね。技術のことだけ知っててもやっぱりダメなんだなっていうのは結構このサービスをやり始めて痛感しましたね。
1455000	1459000	確かに国によっての法律が違ったりだとかもあるわけですよね。
1459000	1468000	特色をちゃんと抑えてそれ以外のこともちゃんと踏まえて設計とか実装できますかっていうのは結構学びだなっていうふうに思いました。
1468000	1479000	確かに日本だけで展開するようなサービスの設計ではなくても本当に全く違うような設計を考えなきゃいけないというところでなかなか聞いているだけでも複雑そうですね。
1479000	1484000	そうですね。なかなか積み重ねやなっていうところで言ってます。
1484000	1491000	なるほど。でも聞いてる感じそれができたからこそ本当に今も高い水準でサービスを提供できているという感じがしますね。
1491000	1492000	そうですね。
1501000	1509000	動画配信のサービスということでさっきは表示のその言語変換だったんですけど動画でもやっぱり言語とかって変わってくるんですか?
1509000	1511000	変わるものがあります。
1511000	1513000	どういう感じに変わってくるんですか?
1513000	1518000	映像そのものは変わらないんですけれども音声ですね。
1518000	1520000	吹き替えとかですか?
1520000	1530000	実況が試合の実況の音声が入ってくるんですけれどそれの1Aが切り替えられる配信を提供できるようにしています。
1530000	1532000	どういう仕組みなんですかね?
1532000	1542000	AWSのエレメンタルリンクっていうボーダーを使ってそれでもってその音声の切り替えっていうのを実現できるようにしてますね。
1542000	1553000	それぞれの国の音声がもともとデータとしてあってアクセスしてくる人のLanguageのプロパティによって配信を変えるみたいな感じの仕組みですか?
1553000	1555000	考え的にはそれですね。
1555000	1565000	実際には日本語と英語だけで他の言語でってなると当然その言語で実況してもらっていろいろ出てくるのでちょっと日英って感じになってしまうんですけれども
1565000	1575000	例えば英語からアクセスしていただいたお客様には元から英語の音声用意できるものは英語の音声で提供して配信を見ていただけるようにとか
1575000	1582000	そうでなくても日英で選んでいただけるようになっているので提供ができているものはそういう風にしてご覧いただけるように
1582000	1588000	っていうのはサービス全体Webだけではないんですけれども工夫して展開をしているところですね。
1588000	1593000	面白いですね。もともと提供できるもの確かにありますもんね。
1593000	1595000	ネットフリックスとかでも言語を選ぶとか。
1595000	1600000	あれがデフォルトでその人にあったものを最初提供して後から変えられるみたいな。
1600000	1605000	面白いですね。結構導入するにあたって簡単にできたんですかね。
1605000	1613000	クライアントの実装そんなに難しくないところでプレイヤーがサポートしていれば全然いけますよというところなんですけれども
1613000	1617000	さっき申し上げたエレメンタルリンクの導入であったりだとか
1617000	1623000	その辺のサーバーとか配信の方で色々アクセントがありまして
1623000	1629000	探していただくと記事とか解説の動画みたいなのが弊社から出ていると思いますので
1629000	1634000	よろしければそちらの方も探していただけるとより詳しく聞いていただけるかなと思います。
1634000	1636000	ちなみに何て検索したら出てきます?
1636000	1642000	試してないんですけれども多分サイバーファイト、プロレス、動画技術とか
1642000	1646000	そんな感じの検索の仕方をすればおそらく出てくるかなと思います。
1646000	1649000	なるほど。家帰って聞いてみます。見てみます。
1649000	1651000	聞いてる人もぜひ調べてもらって
1651000	1654000	そうですね。ちょっとウェブからは外れてしまうんですけれども
1654000	1657000	よろしければぜひお願いいたします。
1657000	1659000	ありがとうございます。
1659000	1662000	でも本日もね色々なお話聞けました。
1662000	1664000	本当に海外についてね
1664000	1669000	よく最近の新入社員とか聞いてると海外展開者ですみたいな人も多いかなと思ってて
1669000	1673000	そういった人にはすごくいい話になったんじゃないかなと思ってるんですけど
1673000	1674000	よかったです。
1674000	1678000	今回ポッドキャストに初めて出ていただいたんですけど
1678000	1682000	改めて振り返ってみての感想とかってありますか?
1682000	1686000	そうですね。もう本当に自分が初めてなので
1686000	1690000	わりかし緊張しながら喋ってるというところがあるんですけれども
1690000	1695000	改めて海外で日本初でサービス出していくのって
1695000	1699000	今日お話ししたこと以外にも色々大衆出てくると思うので
1699000	1702000	ちょっとそういったところの参考にでもらえればいいなというので
1702000	1706000	ちょっとでも伝われという気持ちで今日はお話をさせていただきました。
1706000	1708000	ありがとうございます。
